first_name,last_name,username,email,role_name,report_date,income,expenditures
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-03-23,0,111.67
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-03-24,0,96.58
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-03-25,0,28.42
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-03-26,0,56.6
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-03-27,0,74.06
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-03-28,927.99,44.19
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-03-29,0,158.49
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-03-30,0,114.21
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-03-31,0,62.34
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-01,0,118.27
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-02,0,108.95
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-03,0,22.27
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-04,1082.62,50.17
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-05,0,91.17
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-06,0,111.02
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-07,0,84.07
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-08,0,114.26
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-09,0,53.88
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-10,0,135.7
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-11,1095.02,110.0
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-12,0,74.05
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-13,0,99.48
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-14,0,83.52
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-15,0,28.02
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-16,0,143.01
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-17,0,34.05
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-18,941.86,105.41
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-19,0,29.19
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-20,0,154.81
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-21,0,100.48
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-22,0,141.97
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-23,0,43.84
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-24,0,49.74
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-25,1048.31,88.79
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-26,0,143.69
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-27,0,2.82
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-28,0,116.5
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-29,0,64.49
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-04-30,0,8.4
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-01,0,53.04
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-02,967.75,45.51
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-03,0,156.98
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-04,0,20.51
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-05,0,65.51
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-06,0,148.08
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-07,0,47.17
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-08,0,156.68
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-09,1179.35,128.92
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-10,0,98.93
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-11,0,36.6
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-12,0,59.68
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-13,0,22.88
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-14,0,72.79
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-15,0,40.38
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-16,1052.43,83.48
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-17,0,53.27
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-18,0,45.39
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-19,0,84.8
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-20,0,47.05
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-21,0,94.5
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-22,0,106.06
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-23,1151.88,60.48
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-24,0,69.88
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-25,0,104.65
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-26,0,15.31
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-27,0,42.78
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-28,0,12.71
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-29,0,1.63
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-30,1053.38,125.65
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-05-31,0,113.47
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-01,0,123.44
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-02,0,60.54
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-03,0,159.97
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-04,0,73.62
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-05,0,57.21
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-06,936.54,77.3
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-07,0,91.68
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-08,0,60.98
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-09,0,47.79
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-10,0,134.33
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-11,0,10.86
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-12,0,51.13
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-13,974.83,155.67
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-14,0,64.56
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-15,0,16.71
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-16,0,113.31
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-17,0,106.09
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-18,0,110.46
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-19,0,21.83
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-20,1008.02,122.42
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-21,0,11.13
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-22,0,99.22
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-23,0,38.83
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-24,0,52.8
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-25,0,1.76
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-26,0,29.15
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-27,952.73,38.55
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-28,0,158.71
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-29,0,10.8
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-06-30,0,88.44
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-01,0,46.93
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-02,0,140.9
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-03,0,84.78
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-04,1154.11,138.31
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-05,0,51.81
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-06,0,6.72
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-07,0,146.74
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-08,0,24.38
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-09,0,10.48
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-10,0,17.85
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-11,936.18,136.23
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-12,0,155.02
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-13,0,104.34
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-14,0,103.21
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-15,0,11.56
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-16,0,89.81
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-17,0,110.81
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-18,1009.51,104.17
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-19,0,35.6
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-20,0,124.15
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-21,0,70.68
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-22,0,156.67
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-23,0,102.03
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-24,0,70.62
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-25,1105.02,38.73
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-26,0,24.86
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-27,0,86.49
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-28,0,64.09
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-29,0,98.44
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-30,0,118.0
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-07-31,0,93.72
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-01,1062.32,122.51
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-02,0,147.69
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-03,0,152.74
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-04,0,72.55
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-05,0,140.19
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-06,0,87.25
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-07,0,158.04
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-08,913.2,58.86
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-09,0,82.9
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-10,0,59.19
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-11,0,105.02
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-12,0,19.81
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-13,0,29.76
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-14,0,91.23
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-15,1034.97,60.32
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-16,0,39.11
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-17,0,126.19
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-18,0,128.3
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-19,0,91.68
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-20,0,66.65
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-21,0,53.54
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-22,1077.42,36.27
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-23,0,73.17
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-24,0,158.29
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-25,0,59.03
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-26,0,133.95
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-27,0,39.1
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-28,0,17.26
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-29,1020.77,28.05
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-30,0,140.29
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-08-31,0,152.17
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-01,0,66.88
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-02,0,159.99
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-03,0,4.91
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-04,0,92.81
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-05,1019.78,35.06
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-06,0,128.15
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-07,0,148.8
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-08,0,37.67
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-09,0,3.05
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-10,0,61.6
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-11,0,94.26
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-12,1115.55,40.81
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-13,0,114.82
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-14,0,157.86
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-15,0,62.97
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-16,0,7.58
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-17,0,15.42
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-18,0,139.1
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-19,985.63,89.33
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-20,0,140.5
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-21,0,117.36
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-22,0,133.83
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-23,0,115.4
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-24,0,134.69
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-25,0,26.09
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-26,1176.56,6.0
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-27,0,72.3
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-28,0,146.93
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-29,0,39.09
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-09-30,0,123.99
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-01,0,10.82
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-02,0,31.17
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-03,1137.84,102.05
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-04,0,83.75
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-05,0,93.53
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-06,0,149.36
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-07,0,143.21
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-08,0,25.75
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-09,0,150.86
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-10,1026.35,74.48
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-11,0,117.27
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-12,0,10.51
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-13,0,106.97
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-14,0,53.9
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-15,0,83.49
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-16,0,154.78
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-17,1121.94,83.75
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-18,0,131.8
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-19,0,75.4
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-20,0,37.86
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-21,0,144.16
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-22,0,140.9
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-23,0,135.5
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-24,923.7,46.53
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-25,0,119.65
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-26,0,130.02
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-27,0,39.02
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-28,0,80.87
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-29,0,31.9
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-30,0,117.57
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-10-31,940.31,20.79
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-01,0,52.11
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-02,0,50.31
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-03,0,32.2
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-04,0,25.47
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-05,0,60.55
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-06,0,114.04
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-07,1023.96,155.34
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-08,0,57.34
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-09,0,1.63
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-10,0,71.52
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-11,0,53.17
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-12,0,70.95
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-13,0,159.4
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-14,933.39,90.15
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-15,0,75.89
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-16,0,132.39
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-17,0,77.68
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-18,0,91.31
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-19,0,95.03
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-20,0,41.38
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-21,968.89,2.55
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-22,0,71.98
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-23,0,111.08
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-24,0,42.08
Emily,Davis,emily_davis64,emily_davis64@example.com,USER,2025-11-25,0,30.89
